Style Number                                                                                                                                                                                                                                                                                                                                                                                                                   no,Style,14k price,18k price,Number of Stones,Main Stone Cut,Main Stone Weight,Gem Factor,TOTAL CARAT WEGHT,Natural Sidestone Gem Factor,nOT cLEATED,,,,Notes
s242,G2075,#N/A,132.63,9,Round Cut,0.04,1,0.16,0.12,No,,,,
s242,G2076,#N/A,132.63,9,Round Cut,0.04,1,0.16,0.12,No,,,,
s243,G2077,#N/A,160.56,15,Marquise Cut,0.025,3,0.195,0.12,No,,,,
s243,G2078,#N/A,160.56,15,Marquise Cut,0.025,3,0.195,0.12,No,,,,
s243,G2079,#N/A,160.56,15,Marquise Cut,0.025,3,0.195,0.12,No,,,,
s244,G2080,#N/A,162.124,5,Round Cut,0.015,1,0.055,0.04,No,,,,
s244,G2081,#N/A,162.124,5,Round Cut,0.015,1,0.055,0.04,No,,,,
s244,G2082,#N/A,162.124,5,Round Cut,0.015,1,0.055,0.04,No,,,,
s245,G2083,#N/A,145.813,17,Baguette Cut,0.06,3,0.32,0.14,No,,,,
s245,G2084,#N/A,145.813,17,Baguette Cut,0.06,3,0.32,0.14,No,,,,
s245,G2085,#N/A,145.813,17,Baguette Cut,0.06,3,0.32,0.14,No,,,,
s246,G2086,#N/A,165.815,19,Round Cut,0.015,19,0.285,0,No,,,,
s246,G2087,#N/A,165.815,19,Round Cut,0.015,19,0.285,0,No,,,,
s246,G2088,#N/A,165.815,19,Round Cut,0.015,19,0.285,0,No,,,,
s247,G2089,#N/A,158.869,11,Baguette Cut,0.06,11,0.66,0,No,,,,
s247,G2090,#N/A,158.869,11,Baguette Cut,0.06,11,0.66,0,No,,,,
s247,G2091,#N/A,158.869,11,Baguette Cut,0.06,11,0.66,0,No,,,,
s248,G2092,#N/A,124.993,2,Round Cut,0.015,2,0.03,0,No,,,,
s248,G2093,#N/A,124.993,2,Round Cut,0.015,2,0.03,0,No,,,,
s248,G2094,#N/A,124.993,2,Round Cut,0.015,2,0.03,0,No,,,,
s249,G2095,#N/A,147.959,1,Round Cut,0.03,1,0.03,0,No,,,,
s249,G2096,#N/A,147.959,1,Round Cut,0.03,1,0.03,0,No,,,,
s249,G2097,#N/A,147.959,1,Round Cut,0.03,1,0.03,0,No,,,,
s250,G2098,#N/A,136.194,9,Round Cut,0.005,9,0.045,0,No,,,,
s250,G2099,#N/A,136.194,9,Round Cut,0.005,9,0.045,0,No,,,,
s307,G21,#N/A,156.287,7,Princess Cut,0.06,1,0.105,0.045,No,,,,
s250,G2100,#N/A,136.194,9,Round Cut,0.005,9,0.045,0,No,,,,
s251,G2101,#N/A,158.16,3,Round Cut,0.03,3,0.09,0,No,,,,
s251,G2102,#N/A,158.16,3,Round Cut,0.03,3,0.09,0,No,,,,
s251,G2103,#N/A,158.16,3,Round Cut,0.03,3,0.09,0,No,,,,
s252,G2104,#N/A,168.706,29,Round Cut,0.01,7,0.23,0.16,No,,,,
s252,G2105,#N/A,168.706,29,Round Cut,0.01,7,0.23,0.16,No,,,,
s252,G2106,#N/A,168.706,29,Round Cut,0.01,7,0.23,0.16,No,,,,
s253,G2107,#N/A,178.289,19,Round Cut,0.005,19,0.095,0,No,,,,
s253,G2108,#N/A,178.289,19,Round Cut,0.005,19,0.095,0,No,,,,
s253,G2109,#N/A,178.289,19,Round Cut,0.005,19,0.095,0,No,,,,
s254,G2110,#N/A,156.414,21,Round Cut,0.01,2,0.115,0.095,No,,,,
s254,G2111,#N/A,156.414,21,Round Cut,0.01,2,0.115,0.095,No,,,,
s254,G2112,#N/A,156.414,21,Round Cut,0.01,2,0.115,0.095,No,,,,
s255,G2113,#N/A,148.359,3,Round Cut,0.03,3,0.09,0,No,,,,
s255,G2114,#N/A,148.359,3,Round Cut,0.03,3,0.09,0,No,,,,
s255,G2115,#N/A,148.359,3,Round Cut,0.03,3,0.09,0,No,,,,
s256,G2116,#N/A,160.833,3,Round Cut,0.04,1,0.07,0.03,No,,,,
s256,G2117,#N/A,160.833,3,Round Cut,0.04,1,0.07,0.03,No,,,,
s256,G2118,#N/A,160.833,3,Round Cut,0.04,1,0.07,0.03,No,,,,
s257,G2119,#N/A,168.27,9,Round Cut,0.02,5,0.16,0.06,No,,,,
s257,G2120,#N/A,168.27,9,Round Cut,0.02,5,0.16,0.06,No,,,,
s257,G2121,#N/A,168.27,9,Round Cut,0.02,5,0.16,0.06,No,,,,
s259,G2125,#N/A,137.667,3,Round Cut,0.015,3,0.045,0,No,,,,
s259,G2126,#N/A,137.667,3,Round Cut,0.015,3,0.045,0,No,,,,
s259,G2127,#N/A,137.667,3,Round Cut,0.015,3,0.045,0,No,,,,
s260,G2128,#N/A,136.394,10,Round Cut,0.01,10,0.1,0,No,,,,
s260,G2129,#N/A,136.394,10,Round Cut,0.01,10,0.1,0,No,,,,
s260,G2130,#N/A,136.394,10,Round Cut,0.01,10,0.1,0,No,,,,
s264,G2140,#N/A,154.105,5,Round Cut,0.03,1,0.085,0.055,No,,,,
s264,G2141,#N/A,154.105,5,Round Cut,0.03,1,0.085,0.055,No,,,,
s264,G2142,#N/A,154.105,5,Round Cut,0.03,1,0.085,0.055,No,,,,
s265,G2143,#N/A,146.704,17,Baguette Cut,0.05,5,0.37,0.12,No,,,,
s265,G2144,#N/A,146.704,17,Baguette Cut,0.05,5,0.37,0.12,No,,,,
s265,G2145,#N/A,146.704,17,Baguette Cut,0.05,5,0.37,0.12,No,,,,
s266,G2146,#N/A,174.416,13,Round Cut,0.015,4,0.15,0.09,No,,,,
s266,G2147,#N/A,174.416,13,Round Cut,0.015,4,0.15,0.09,No,,,,
s266,G2148,#N/A,174.416,13,Round Cut,0.015,4,0.15,0.09,No,,,,
s267,G2149,#N/A,173.907,6,Round Cut,0.015,6,0.09,0,No,,,,
s267,G2150,#N/A,173.907,6,Round Cut,0.015,6,0.09,0,No,,,,
s267,G2151,#N/A,173.907,6,Round Cut,0.015,6,0.09,0,No,,,,
s268,G2152,#N/A,173.216,7,Oval Cut,1,1,1.06,0.06,No,,,,
s268,G2153,#N/A,173.216,7,Oval Cut,1,1,1.06,0.06,No,,,,
s268,G2154,#N/A,173.216,7,Oval Cut,1,1,1.06,0.06,No,,,,
s269,G2155,#N/A,171.925,5,Baguette Cut,0.14,1,0.3,0.16,No,,,,
s269,G2156,#N/A,171.925,5,Baguette Cut,0.14,1,0.3,0.16,No,,,,
s269,G2157,#N/A,171.925,5,Baguette Cut,0.14,1,0.3,0.16,No,,,,
s270,G2158,#N/A,165.506,13,Round Cut,0.03,7,0.27,0.06,No,,,,
s270,G2159,#N/A,165.506,13,Round Cut,0.03,7,0.27,0.06,No,,,,
s270,G2160,#N/A,165.506,13,Round Cut,0.03,7,0.27,0.06,No,,,,
s272,G2164,#N/A,137.176,5,Round Cut,0.015,5,0.075,0,No,,,,
s272,G2165,#N/A,137.176,5,Round Cut,0.015,5,0.075,0,No,,,,
s272,G2166,#N/A,137.176,5,Round Cut,0.015,5,0.075,0,No,,,,
s273,G2167,#N/A,207.656,1,Round Cut,0.03,1,0.03,0,No,,,,
s273,G2168,#N/A,207.656,1,Round Cut,0.03,1,0.03,0,No,,,,
s273,G2169,#N/A,207.656,1,Round Cut,0.03,1,0.03,0,No,,,,
s274,G2170,#N/A,148.85,1,Round Cut,0.03,1,0.03,0,No,,,,
s274,G2171,#N/A,148.85,1,Round Cut,0.03,1,0.03,0,No,,,,
s274,G2172,#N/A,148.85,1,Round Cut,0.03,1,0.03,0,No,,,,
s275,G2173,#N/A,178.562,7,Round Cut,0.03,7,0.21,0,No,,,,
s275,G2174,#N/A,178.562,7,Round Cut,0.03,7,0.21,0,No,,,,
s275,G2175,#N/A,178.562,7,Round Cut,0.03,7,0.21,0,No,,,,
s276,G2176,#N/A,171.343,11,Round Cut,0.03,11,0.33,0,No,,,,
s276,G2177,#N/A,171.343,11,Round Cut,0.03,11,0.33,0,No,,,,
s276,G2178,#N/A,171.343,11,Round Cut,0.03,11,0.33,0,No,,,,
s281,G2191,#N/A,201.764,25,Round Cut,0.01,25,0.25,0,No,,,,
s281,G2192,#N/A,201.764,25,Round Cut,0.01,25,0.25,0,No,,,,
s281,G2193,#N/A,201.764,25,Round Cut,0.01,25,0.25,0,No,,,,
s308,G22,#N/A,163.415,7,Oval Cut,0.15,1,0.195,0.045,No,,,,
s284,G2200,#N/A,166.506,18,Round Cut,0.01,18,0.18,0,No,,,,
s284,G2201,#N/A,166.506,18,Round Cut,0.01,18,0.18,0,No,,,,
s284,G2202,#N/A,166.506,18,Round Cut,0.01,18,0.18,0,No,,,,
s285,G2203,#N/A,163.997,1,Round Cut,0.03,1,0.03,0,No,,,,
s285,G2204,#N/A,163.997,1,Round Cut,0.03,1,0.03,0,No,,,,
s285,G2205,#N/A,163.997,1,Round Cut,0.03,1,0.03,0,No,,,,
s291,G2221,#N/A,141.467,22,Round Cut,0.0075,22,0.165,0,No,,,,
s291,G2222,#N/A,141.467,22,Round Cut,0.0075,22,0.165,0,No,,,,
s291,G2223,#N/A,141.467,22,Round Cut,0.0075,22,0.165,0,No,,,,
s294,G2230,#N/A,162.415,2,Pear Cut,0.25,1,0.28,0.03,No,,,,
s294,G2231,#N/A,162.415,2,Pear Cut,0.25,1,0.28,0.03,No,,,,
s294,G2232,#N/A,162.415,2,Pear Cut,0.25,1,0.28,0.03,No,,,,
s299,G2245,#N/A,197.582,13,Round Cut,0.03,13,0.39,0,No,,,,
s299,G2246,#N/A,197.582,13,Round Cut,0.03,13,0.39,0,No,,,,
s299,G2247,#N/A,197.582,13,Round Cut,0.03,13,0.39,0,No,,,,
s300,G2248,#N/A,152.323,5,Round Cut,0.0075,5,0.0375,0,No,,,,
s300,G2249,#N/A,152.323,5,Round Cut,0.0075,5,0.0375,0,No,,,,
s300,G2250,#N/A,152.323,5,Round Cut,0.0075,5,0.0375,0,No,,,,
ET_RD_101,G2275,#N/A,223.33,17,Round Cut,0.04,17,0.68,0,No,,,,
ET_RD_101,G2276,#N/A,223.33,17,Round Cut,0.04,17,0.68,0,No,,,,
ET_RD_101,G2277,#N/A,223.33,17,Round Cut,0.04,17,0.68,0,No,,,,
ET_RD_105,G2281,#N/A,301.32,6,Round Cut,0.03,6,0.18,0,No,,,,
ET_RD_105,G2282,#N/A,301.32,6,Round Cut,0.03,6,0.18,0,No,,,,
ET_RD_105,G2283,#N/A,301.32,6,Round Cut,0.03,6,0.18,0,No,,,,
ET_RD_110,G2284,#N/A,329.85,15,Round Cut,0.11,15,1.65,0,No,,,,
ET_RD_110,G2285,#N/A,329.85,15,Round Cut,0.11,15,1.65,0,No,,,,
ET_RD_110,G2286,#N/A,329.85,15,Round Cut,0.11,15,1.65,0,No,,,,
s308,G23,#N/A,163.415,7,Oval Cut,0.15,1,0.195,0.045,No,,,,
MHD264EG,G2302,#N/A,478.956,21,Princess Cut,0.39,1,0.49,0.1,No,,,,
MHD264EG,G2303,#N/A,478.956,21,Princess Cut,0.39,1,0.49,0.1,No,,,,
MHD264EG,G2304,#N/A,478.956,21,Princess Cut,0.39,1,0.49,0.1,No,,,,
MHD277,G2311,#N/A,444.86,100,Round Cut,0.46,1,1.2025,0.7425,No,,,,
MHD277,G2312,#N/A,444.86,100,Round Cut,0.46,1,1.2025,0.7425,No,,,,
MHD277,G2313,#N/A,444.86,100,Round Cut,0.46,1,1.2025,0.7425,No,,,,
MR0215M,G2320,#N/A,595.55,7,Round Cut,0.46,1,1.25,0.79,No,,,,
MR0215M,G2321,#N/A,595.55,7,Round Cut,0.46,1,1.25,0.79,No,,,,
MR0215M,G2322,#N/A,595.55,7,Round Cut,0.46,1,1.25,0.79,No,,,,
R3_RD_120 (2),G2392,#N/A,543.963,3,Round Cut,1.28,1,2.2,0.92,No,,,,
R3_RD_120 (2),G2393,#N/A,543.963,3,Round Cut,1.28,1,2.2,0.92,No,,,,
R3_RD_120 (2),G2394,#N/A,543.963,3,Round Cut,1.28,1,2.2,0.92,No,,,,
s308,G24,#N/A,163.415,7,Oval Cut,0.15,1,0.195,0.045,No,,,,
R3_RD_149,G2419,#N/A,452.19,3,Round Cut,0.46,1,0.68,0.22,No,,,,
R3_RD_149,G2420,#N/A,452.19,3,Round Cut,0.46,1,0.68,0.22,No,,,,
R3_RD_149,G2421,#N/A,452.19,3,Round Cut,0.46,1,0.68,0.22,No,,,,
R3_RD_156,G2431,#N/A,468.228,3,Round Cut,0.66,1,1.02,0.36,No,,,,
R3_RD_156,G2432,#N/A,468.228,3,Round Cut,0.66,1,1.02,0.36,No,,,,
R3_RD_156,G2433,#N/A,468.228,3,Round Cut,0.66,1,1.02,0.36,No,,,,
R3_RD_157,G2434,#N/A,423.678,3,Round Cut,0.46,1,0.82,0.36,No,,,,
R3_RD_157,G2435,#N/A,423.678,3,Round Cut,0.46,1,0.82,0.36,No,,,,
R3_RD_157,G2436,#N/A,423.678,3,Round Cut,0.46,1,0.82,0.36,No,,,,
R3_RD_164,G2443,#N/A,327.45,3,Round Cut,0.46,1,0.8,0.34,No,,,,
R3_RD_164,G2444,#N/A,327.45,3,Round Cut,0.46,1,0.8,0.34,No,,,,
R3_RD_164,G2445,#N/A,327.45,3,Round Cut,0.46,1,0.8,0.34,No,,,,
R3_RD_170,G2446,#N/A,440.607,3,Round Cut,0.46,1,0.82,0.36,No,,,,
R3_RD_170,G2447,#N/A,440.607,3,Round Cut,0.46,1,0.82,0.36,No,,,,
R3_RD_170,G2448,#N/A,440.607,3,Round Cut,0.46,1,0.82,0.36,No,,,,
RC_AS_245,G2461,#N/A,329.85,15,Cushion Cut,0.5,1,0.64,0.14,No,,,,
RC_AS_245,G2462,#N/A,329.85,15,Cushion Cut,0.5,1,0.64,0.14,No,,,,
RC_AS_245,G2463,#N/A,329.85,15,Cushion Cut,0.5,1,0.64,0.14,No,,,,
RC_PR_166,G2470,#N/A,314.83,29,Princess Cut,1,1,1.29,0.29,No,,,,
RC_PR_166,G2471,#N/A,314.83,29,Princess Cut,1,1,1.29,0.29,No,,,,
RC_PR_166,G2472,#N/A,314.83,29,Princess Cut,1,1,1.29,0.29,No,,,,
RC_PR_270,G2473,#N/A,331.213,53,Princess Cut,0.5,1,0.86,0.36,No,,,,
RC_PR_270,G2474,#N/A,331.213,53,Princess Cut,0.5,1,0.86,0.36,No,,,,
RC_PR_270,G2475,#N/A,331.213,53,Princess Cut,0.5,1,0.86,0.36,No,,,,
RC_RD_100,G2479,#N/A,235.313,19,Round Cut,0.21,1,0.48,0.27,No,,,,
RC_RD_100,G2480,#N/A,235.313,19,Round Cut,0.21,1,0.48,0.27,No,,,,
RC_RD_100,G2481,#N/A,235.313,19,Round Cut,0.21,1,0.48,0.27,No,,,,
RC_RD_101,G2482,#N/A,402.021,15,Round Cut,0.84,1,1.26,0.42,No,,,,
RC_RD_101,G2483,#N/A,402.021,15,Round Cut,0.84,1,1.26,0.42,No,,,,
RC_RD_101,G2484,#N/A,402.021,15,Round Cut,0.84,1,1.26,0.42,No,,,,
RC_RD_108,G2491,#N/A,425.096,19,Round Cut,1,1,1.27,0.27,No,,,,
RC_RD_108,G2492,#N/A,425.096,19,Round Cut,1,1,1.27,0.27,No,,,,
RC_RD_108,G2493,#N/A,425.096,19,Round Cut,1,1,1.27,0.27,No,,,,
RC_RD_238,G2494,#N/A,323.795,7,Round Cut,0.66,1,0.81,0.15,No,,,,
RC_RD_238,G2495,#N/A,323.795,7,Round Cut,0.66,1,0.81,0.15,No,,,,
RC_RD_238,G2496,#N/A,323.795,7,Round Cut,0.66,1,0.81,0.15,No,,,,
s309,G25,#N/A,165.197,7,Cushion Cut,0.5,1,0.545,0.045,No,,,,
RC_RD_249,G2506,#N/A,443.898,15,Round Cut,0.46,1,0.56,0.1,No,,,,
RC_RD_249,G2507,#N/A,443.898,15,Round Cut,0.46,1,0.56,0.1,No,,,,
RC_RD_249,G2508,#N/A,443.898,15,Round Cut,0.46,1,0.56,0.1,No,,,,
RH_EM_133,G2521,#N/A,436.224,39,Emerald Cut,1,1,1.48,0.48,No,,,,
RH_EM_133,G2522,#N/A,436.224,39,Emerald Cut,1,1,1.48,0.48,No,,,,
RH_EM_133,G2523,#N/A,436.224,39,Emerald Cut,1,1,1.48,0.48,No,,,,
RH_RD_161,G2536,#N/A,496.103,31,Round Cut,0.84,1,1.47,0.63,No,,,,
RH_RD_161,G2537,#N/A,496.103,31,Round Cut,0.84,1,1.47,0.63,No,,,,
RH_RD_161,G2538,#N/A,496.103,31,Round Cut,0.84,1,1.47,0.63,No,,,,
RH_RD_175,G2554,#N/A,614.206,29,Round Cut,0.66,1,1,0.34,No,,,,
RH_RD_175,G2555,#N/A,614.206,29,Round Cut,0.66,1,1,0.34,No,,,,
RH_RD_175,G2556,#N/A,614.206,29,Round Cut,0.66,1,1,0.34,No,,,,
RH_RD_176,G2557,#N/A,362.362,35,Round Cut,0.66,1,0.91,0.25,No,,,,
RH_RD_176,G2558,#N/A,362.362,35,Round Cut,0.66,1,0.91,0.25,No,,,,
RH_RD_176,G2559,#N/A,362.362,35,Round Cut,0.66,1,0.91,0.25,No,,,,
RH_RD_180,G2563,#N/A,453.244,35,Round Cut,0.66,1,1.18,0.52,No,,,,
RH_RD_180,G2564,#N/A,453.244,35,Round Cut,0.66,1,1.18,0.52,No,,,,
RH_RD_180,G2565,#N/A,453.244,35,Round Cut,0.66,1,1.18,0.52,No,,,,
RH_RD_186,G2575,#N/A,379.6,41,Round Cut,0.46,1,0.655,0.195,No,,,,
RH_RD_186,G2576,#N/A,379.6,41,Round Cut,0.46,1,0.655,0.195,No,,,,
RH_RD_186,G2577,#N/A,379.6,41,Round Cut,0.46,1,0.655,0.195,No,,,,
RH_RD_203,G2584,#N/A,334.65,39,Round Cut,0.66,1,0.95,0.29,No,,,,
RH_RD_203,G2585,#N/A,334.65,39,Round Cut,0.66,1,0.95,0.29,No,,,,
RH_RD_203,G2586,#N/A,334.65,39,Round Cut,0.66,1,0.95,0.29,No,,,,
RH_RD_208,G2587,#N/A,395.401,71,Round Cut,0.66,1,0.71,0.05,No,,,,
RH_RD_208,G2588,#N/A,395.401,71,Round Cut,0.66,1,0.71,0.05,No,,,,
RH_RD_208,G2589,#N/A,395.401,71,Round Cut,0.66,1,0.71,0.05,No,,,,
RH_RD_209,G2590,#N/A,330.65,19,Round Cut,0.66,1,0.75,0.09,No,,,,
RH_RD_209,G2591,#N/A,330.65,19,Round Cut,0.66,1,0.75,0.09,No,,,,
RH_RD_209,G2592,#N/A,330.65,19,Round Cut,0.66,1,0.75,0.09,No,,,,
RH_RD_216,G2599,#N/A,303.92,19,Round Cut,0.44,1,0.575,0.135,No,,,,
s309,G26,#N/A,165.197,7,Cushion Cut,0.5,1,0.545,0.045,No,,,,
RH_RD_216,G2600,#N/A,303.92,19,Round Cut,0.44,1,0.575,0.135,No,,,,
RH_RD_216,G2601,#N/A,303.92,19,Round Cut,0.44,1,0.575,0.135,No,,,,
RH_RD_239,G2608,#N/A,395.693,19,Round Cut,0.46,1,0.55,0.09,No,,,,
RH_RD_239,G2609,#N/A,395.693,19,Round Cut,0.46,1,0.55,0.09,No,,,,
RH_RD_239,G2610,#N/A,395.693,19,Round Cut,0.46,1,0.55,0.09,No,,,,
RP_RD_131,G2677,#N/A,330.741,15,Round Cut,1,1,1.4,0.4,No,,,,
RP_RD_131,G2678,#N/A,330.741,15,Round Cut,1,1,1.4,0.4,No,,,,
RP_RD_131,G2679,#N/A,330.741,15,Round Cut,1,1,1.4,0.4,No,,,,
RP_RD_133,G2683,#N/A,272.735,19,Round Cut,0.46,1,0.695,0.235,No,,,,
RP_RD_133,G2684,#N/A,272.735,19,Round Cut,0.46,1,0.695,0.235,No,,,,
RP_RD_133,G2685,#N/A,272.735,19,Round Cut,0.46,1,0.695,0.235,No,,,,
s309,G27,#N/A,165.197,7,Cushion Cut,0.5,1,0.545,0.045,No,,,,
RP_RD_183,G2737,#N/A,490.065,81,Round Cut,0.46,1,1.26,0.8,No,,,,
RP_RD_183,G2738,#N/A,490.065,81,Round Cut,0.46,1,1.26,0.8,No,,,,
RP_RD_183,G2739,#N/A,490.065,81,Round Cut,0.46,1,1.26,0.8,No,,,,
RP_RD_200,G2743,#N/A,658.974,39,Round Cut,0.44,1,0.81,0.37,No,,,,
RP_RD_200,G2744,#N/A,658.974,39,Round Cut,0.44,1,0.81,0.37,No,,,,
RP_RD_200,G2745,#N/A,658.974,39,Round Cut,0.44,1,0.81,0.37,No,,,,
RC_RD_125,G2749,#N/A,405.494,19,Round Cut,1.28,1,1.64,0.36,No,,,,
RC_RD_125,G2750,#N/A,405.494,19,Round Cut,1.28,1,1.64,0.36,No,,,,
RC_RD_125,G2751,#N/A,405.494,19,Round Cut,1.28,1,1.64,0.36,No,,,,
RC_RD_206,G2791,#N/A,354.707,19,Round Cut,0.66,1,0.955,0.295,No,,,,
RC_RD_206,G2792,#N/A,354.707,19,Round Cut,0.66,1,0.955,0.295,No,,,,
RC_RD_206,G2793,#N/A,354.707,19,Round Cut,0.66,1,0.955,0.295,No,,,,
s310,G28,#N/A,155.396,7,Cushion Cut,0.18,1,0.225,0.045,No,,,,
RS_PR_182,G2803,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
RS_PR_182,G2804,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
RS_PR_182,G2805,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
RS_RD_139,G2809,#N/A,499.904,1,Round Cut,1,1,1,0,No,,,,
RS_RD_139,G2810,#N/A,499.904,1,Round Cut,1,1,1,0,No,,,,
RS_RD_139,G2811,#N/A,499.904,1,Round Cut,1,1,1,0,No,,,,
RS_RD_145,G2812,#N/A,376.055,1,Round Cut,1.28,1,1.28,0,No,,,,
RS_RD_145,G2813,#N/A,376.055,1,Round Cut,1.28,1,1.28,0,No,,,,
RS_RD_145,G2814,#N/A,376.055,1,Round Cut,1.28,1,1.28,0,No,,,,
RS_RD_160,G2815,#N/A,454.463,1,Round Cut,0.46,1,0.46,0,No,,,,
RS_RD_160,G2816,#N/A,454.463,1,Round Cut,0.46,1,0.46,0,No,,,,
RS_RD_160,G2817,#N/A,454.463,1,Round Cut,0.46,1,0.46,0,No,,,,
RS_RD_190,G2818,#N/A,452.19,3,Round Cut,0.66,1,0.67,0.01,No,,,,
RS_RD_190,G2819,#N/A,452.19,3,Round Cut,0.66,1,0.67,0.01,No,,,,
RS_RD_190,G2820,#N/A,452.19,3,Round Cut,0.66,1,0.67,0.01,No,,,,
RS_RP_182,G2821,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
RS_RP_182,G2822,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
RS_RP_182,G2823,#N/A,376.455,3,Princess Cut,0.5,1,0.53,0.03,No,,,,
WB_115,G2881,#N/A,474.756,0,,0,0,0,0,No,,,,
WB_115,G2882,#N/A,474.756,0,,0,0,0,0,No,,,,
WB_115,G2883,#N/A,474.756,0,,0,0,0,0,No,,,,
WB_5565E,G2884,#N/A,697.85,73,Round Cut,0.66,1,1.33,0.67,No,,,,
WB_5565E,G2885,#N/A,697.85,73,Round Cut,0.66,1,1.33,0.67,No,,,,
WB_5565E,G2886,#N/A,697.85,73,Round Cut,0.66,1,1.33,0.67,No,,,,
WB_RD_103,G2896,#N/A,462.209,13,Round Cut,0.08,13,1.04,0,No,,,,
WB_RD_103,G2897,#N/A,462.209,13,Round Cut,0.08,13,1.04,0,No,,,,
WB_RD_103,G2898,#N/A,462.209,13,Round Cut,0.08,13,1.04,0,No,,,,
WB_RD_110,G2899,#N/A,442.207,11,Round Cut,0.11,11,1.21,0,No,,,,
s310,G29,#N/A,155.396,7,Cushion Cut,0.18,1,0.225,0.045,No,,,,
WB_RD_110,G2900,#N/A,442.207,11,Round Cut,0.11,11,1.21,0,No,,,,
WB_RD_110,G2901,#N/A,442.207,11,Round Cut,0.11,11,1.21,0,No,,,,
WB_RD_111,G2902,#N/A,538.635,12,Round Cut,0.08,12,0.96,0,No,,,,
WB_RD_111,G2903,#N/A,538.635,12,Round Cut,0.08,12,0.96,0,No,,,,
WB_RD_111,G2904,#N/A,538.635,12,Round Cut,0.08,12,0.96,0,No,,,,
WB_RD_112,G2905,#N/A,382.601,7,Round Cut,0.17,7,1.19,0,No,,,,
WB_RD_112,G2906,#N/A,382.601,7,Round Cut,0.17,7,1.19,0,No,,,,
WB_RD_112,G2907,#N/A,382.601,7,Round Cut,0.17,7,1.19,0,No,,,,
WB_RD_122,G2908,#N/A,266.898,21,Round Cut,0.03,21,0.63,0,No,,,,
WB_RD_122,G2909,#N/A,266.898,21,Round Cut,0.03,21,0.63,0,No,,,,
WB_RD_122,G2910,#N/A,266.898,21,Round Cut,0.03,21,0.63,0,No,,,,
WB_RD_129,G2911,#N/A,492.248,34,Round Cut,0.03,34,1.02,0,No,,,,
WB_RD_129,G2912,#N/A,492.248,34,Round Cut,0.03,34,1.02,0,No,,,,
WB_RD_129,G2913,#N/A,492.248,34,Round Cut,0.03,34,1.02,0,No,,,,
WB_RD_131,G2914,#N/A,490.43,16,Round Cut,0.025,16,0.4,0,No,,,,
WB_RD_131,G2915,#N/A,490.43,16,Round Cut,0.025,16,0.4,0,No,,,,
WB_RD_131,G2916,#N/A,490.43,16,Round Cut,0.025,16,0.4,0,No,,,,
WB_RD_133,G2917,#N/A,272.135,16,Round Cut,0.015,16,0.24,0,No,,,,
WB_RD_133,G2918,#N/A,272.135,16,Round Cut,0.015,16,0.24,0,No,,,,
WB_RD_133,G2919,#N/A,272.135,16,Round Cut,0.015,16,0.24,0,No,,,,
WB_RD_134,G2920,#N/A,371.036,16,Round Cut,0.03,16,0.48,0,No,,,,
WB_RD_134,G2921,#N/A,371.036,16,Round Cut,0.03,16,0.48,0,No,,,,
WB_RD_134,G2922,#N/A,371.036,16,Round Cut,0.03,16,0.48,0,No,,,,
WB_RD_136,G2923,#N/A,340.324,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_136,G2924,#N/A,340.324,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_136,G2925,#N/A,340.324,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_140,G2926,#N/A,400.057,23,Round Cut,0.01,23,0.23,0,No,,,,
WB_RD_140,G2927,#N/A,400.057,23,Round Cut,0.01,23,0.23,0,No,,,,
WB_RD_140,G2928,#N/A,400.057,23,Round Cut,0.01,23,0.23,0,No,,,,
WB_RD_143,G2929,#N/A,506.068,14,Round Cut,0.03,14,0.42,0,No,,,,
WB_RD_143,G2930,#N/A,506.068,14,Round Cut,0.03,14,0.42,0,No,,,,
WB_RD_143,G2931,#N/A,506.068,14,Round Cut,0.03,14,0.42,0,No,,,,
WB_RD_145,G2932,#N/A,416.95,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_145,G2933,#N/A,416.95,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_145,G2934,#N/A,416.95,5,Round Cut,0.11,5,0.55,0,No,,,,
WB_RD_146,G2935,#N/A,373.691,7,Round Cut,0.08,7,0.56,0,No,,,,
WB_RD_146,G2936,#N/A,373.691,7,Round Cut,0.08,7,0.56,0,No,,,,
WB_RD_146,G2937,#N/A,373.691,7,Round Cut,0.08,7,0.56,0,No,,,,
WB_RD_147,G2938,#N/A,303.702,9,Round Cut,0.06,9,0.54,0,No,,,,
WB_RD_147,G2939,#N/A,303.702,9,Round Cut,0.06,9,0.54,0,No,,,,
WB_RD_147,G2940,#N/A,303.702,9,Round Cut,0.06,9,0.54,0,No,,,,
WB_RD_149,G2941,#N/A,278.972,19,Round Cut,0.015,19,0.285,0,No,,,,
WB_RD_149,G2942,#N/A,278.972,19,Round Cut,0.015,19,0.285,0,No,,,,
