Style Number                                                                                                                                                                                                                                                                                                                                                                                                                   no,Style,14k price,18k price,Number of Stones,Main Stone Cut,Main Stone Weight,Gem Factor,TOTAL CARAT WEGHT,Natural Sidestone Gem Factor,nOT cLEATED,,,,Notes
ENG 175,386,373.8,318.28,41,Oval Cut,2,1,2.6,0.6,No,,,,
ENG 179,387,549.15,563.53,35,Emerald Cut,2.5,1,2.78,0.28,No,,,,
ENG 182,388,429.45,404.39,59,Round Cut,1,1,1.83,0.83,No,,,,
ENG 189,389,382.2,401.12,31,Round Cut,0.5,1,1.4,0.9,No,,,,
ENG 190,390,481.95,416.38,45,Emerald Cut,2,1,3.61,1.61,No,,,,
ENG 193,391,300.3,381.5,3,Round Cut,0.75,1,0.87,0.12,No,,,,
ENG 196,392,273,332.45,15,Round Cut,1.5,1,1.71,0.21,No,,,,
ENG 202,393,484.05,447.99,21,Emerald Cut,3,1,4.27,1.27,No,,,,
R161,394,200.55,383.68,33,Princess Cut,2,1,2.48,0.48,No,,,,
ENG 212,395,410.55,328.09,37,Pear Cut,2,1,2.36,0.36,No,,,,
ENG 225,396,582.75,523.2,67,Round Cut,1,1,2.33,1.33,No,,,,
ENG 235,397,294,401.12,15,Round Cut,2,1,2.21,0.21,No,,,,
ENG 028,398,223.65,286.67,35,Round Cut,1,1,1.465,0.465,No,,,,
ENG 023,399,315,347.71,47,Round Cut,1,1,2.16,1.16,No,,,,
ENG 153,400,396.9,384.77,33,Princess Cut,2,1,3.005,1.005,No,,,,
ENG 163,401,321.3,323.73,39,Round Cut,1,1,1.335,0.335,No,,,,
ENG 166,402,381.15,384.77,27,Heart Cut,1.25,1,2.03,0.78,No,,,,
R078,403,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R196,404,172.2,192.93,1,Oval Cut,1,1,1,0,No,,,,
R197,405,446.25,502.49,45,Emerald Cut,1.5,1,2.16,0.66,No,,,,
R198,406,152.25,179.85,9,Round Cut,0.06,1,0.17,0.11,No,,,,
R199,407,117.6,143.88,23,Round Cut,0.0075,23,0.1725,0,No,,,,
R200,408,332.85,312.83,29,Emerald Cut,1.5,1,1.92,0.42,No,,,,
R201,409,306.6,332.45,2,Heart Cut,1,1,1.05,0.05,No,,,,
R202,410,267.75,320.46,3,Square Emerald Cut,2,1,4,2,No,,,,
R203,411,220.5,258.33,3,Square Emerald Cut,1.5,1,1.62,0.12,No,,,,
R204,412,205.8,233.26,3,Round Cut,1.5,1,2,0.5,No,,,,
R205,413,269.85,320.46,3,Marquise Cut,1.5,1,2,0.5,No,,,,
R206,414,213.15,234.35,17,Princess Cut,1.5,1,1.62,0.12,No,,,,
R207,415,245.7,316.1,5,Princess Cut,0.5,5,2.5,0,No,,,,
R208,416,221.55,280.13,7,Princess Cut,0.25,7,1.75,0,No,,,,
R209,417,270.9,329.18,9,Emerald Cut,0.29,9,2.61,0,No,,,,
R210,418,186.9,212.55,3,Emerald Cut,1,1,1.5,0.5,No,,,,
R211,419,236.25,295.39,15,Round Cut,1.5,1,1.71,0.21,No,,,,
R212,420,355.95,378.23,45,Oval Cut,2,1,2.32,0.32,No,,,,
R195,421,238.35,275.77,15,Oval Cut,2,1,2.21,0.21,No,,,,
R1013,422,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R1013,423,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R1013,424,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R176,425,299.25,320.46,21,Heart Cut,2,1,2.1,0.1,No,,,,
R177,426,456.75,540.64,22,Princess Cut,2,1,2.63,0.63,No,,,,
R178,427,421.05,430.55,14,Round Cut,3,1,3.39,0.39,No,,,,
R155,428,561.75,446.9,66,Marquise Cut,2,1,2.4875,0.4875,No,,,,
R151,429,243.6,264.87,3,Emerald Cut,2,1,4,2,No,,,,
R153,430,399,366.24,18,Round Cut,0.5,2,1.48,0.48,No,,,,
R083,431,80.85,369.51,79,Round Cut,0.06,19,1.44,0.3,No,,,,
R084,432,179.55,267.05,33,Round Cut,0.17,17,3.13,0.24,No,,,,
R142,433,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R140,434,363.3,396.76,76,Round Cut,0.75,1,1.3125,0.5625,No,,,,
R167,435,289.8,329.18,3,Round Cut,1.5,1,3,1.5,No,,,,
R169,436,233.1,201.65,35,Round Cut,1.5,1,1.8,0.3,No,,,,
R170,437,366.45,334.63,53,Round Cut,2,1,2.52,0.52,No,,,,
R088,438,214.2,228.9,1,Round Cut,2,1,2,0,No,,,,
R133b,439,252.0693578,261.672,13,Princess Cut,0.06,13,0.78,0,No,2.40066055,252.0693578,,
R133b,440,252.0693578,261.672,13,Princess Cut,0.06,13,0.78,0,No,2.40066055,252.0693578,,
R133b,441,252.0693578,261.672,13,Princess Cut,0.06,13,0.78,0,No,2.40066055,252.0693578,,
R149b,442,208.95,216.91,22,Round Cut,0.0075,22,0.165,0,No,1.99,208.95,,
R155b,443,302.4,313.92,25,Round Cut,0.0075,25,0.1875,0,No,2.88,302.4,,
R178b,444,140.8348624,146.2,13,Round Cut,0.03,13,0.39,0,No,1.341284404,140.8348624,,
R076b,445,176.8623853,183.6,23,Round Cut,0.01,23,0.23,0,No,1.68440367,176.8623853,,
R076b,446,176.8623853,183.6,23,Round Cut,0.01,23,0.23,0,No,1.68440367,176.8623853,,
R076b,447,176.8623853,183.6,23,Round Cut,0.01,23,0.23,0,No,1.68440367,176.8623853,,
R213,448,286.65,315.01,15,Emerald Cut,1,1,1.88,0.88,No,,,,
R214,449,400.05,420.74,51,Emerald Cut,2,1,2.35,0.35,No,,,,
R215,450,315,359.7,29,Emerald Cut,3,1,3.84,0.84,No,,,,
R216,451,197.4,247.43,3,Pear Cut,2,1,2.5,0.5,No,,,,
R217,452,277.2,346.62,3,Oval Cut,2,1,2.5,0.5,No,,,,
R218,453,357,404.39,9,Round Cut,0.06,1,0.235,0.175,No,,,,
R149b,454,208.95,216.91,22,Round Cut,0.0075,22,0.165,0,No,1.99,208.95,,
R221,455,479.85,590.78,34,Emerald Cut,0.5,1,1.325,0.825,No,,,,
R222,456,152.25,189.66,24,Round Cut,0.015,24,0.36,0,No,,,,
R223,457,246.75,273.59,32,Round Cut,0.005,32,0.16,0,No,,,,
R224,458,227.85,218,4,Marquise Cut,0.1,4,0.4,0,No,,,,
R219,459,121.8,148.24,20,Round Cut,0.005,20,0.1,0,No,,,,
R219,460,121.8,148.24,20,Round Cut,0.005,20,0.1,0,No,,,,
R219,461,121.8,148.24,20,Round Cut,0.005,20,0.1,0,No,,,,
R219,462,121.8,148.24,60,Round Cut,0.005,60,0.3,0,No,,,,
R083,463,80.85,369.51,79,Round Cut,0.06,19,1.44,0.3,No,,,,
R084,464,179.55,267.05,33,Round Cut,0.17,17,3.13,0.24,No,,,,
R134,465,292.95,303.02,1,Emerald Cut,1,1,1,0,No,,,,
R154,466,227.85,229.99,37,Oval Cut,2,1,2.27,0.27,No,,,,
R154,467,227.85,229.99,37,Oval Cut,2,1,2.27,0.27,No,,,,
R161,468,200.55,383.68,33,Princess Cut,2,1,2.48,0.48,No,,,,
R162,469,365.4,370.6,3,Round Cut,2,1,3.5,1.5,No,,,,
R162,470,365.4,370.6,3,Round Cut,2,1,3.5,1.5,No,,,,
R165,471,330.75,292.12,39,Pear Cut,2,1,2.38,0.38,No,,,,
R165,472,330.75,292.12,39,Pear Cut,2,1,2.38,0.38,No,,,,
R166,473,262.5,288.85,39,Marquise Cut,2,1,2.38,0.38,No,,,,
R166,474,262.5,288.85,39,Marquise Cut,2,1,2.38,0.38,No,,,,
R168,475,237.3,252.88,37,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R168,476,237.3,252.88,37,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R198,477,152.25,179.85,9,Round Cut,0.06,1,0.17,0.11,No,,,,
R198,478,152.25,179.85,9,Round Cut,0.06,1,0.17,0.11,No,,,,
R202,479,267.75,320.46,3,Square Emerald Cut,2,1,4,2,No,,,,
R202,480,267.75,320.46,3,Square Emerald Cut,2,1,4,2,No,,,,
R205,481,269.85,320.46,3,Marquise Cut,1.5,1,2,0.5,No,,,,
R010,482,213.15,245.25,7,Round Cut,0.17,7,1.19,0,No,,,,
R106,485,238.35,293.21,9,Round Cut,0.07,9,0.63,0,No,,,,
R140,486,363.3,396.76,76,Round Cut,0.75,1,1.3125,0.5625,No,,,,
R151,487,243.6,264.87,3,Emerald Cut,2,1,4,2,No,,,,
R152,488,178.5,212.55,43,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R152,489,178.5,212.55,43,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R153,490,399,366.24,18,Round Cut,0.5,2,1.48,0.48,No,,,,
R155,491,561.75,446.9,66,Marquise Cut,2,1,2.4875,0.4875,No,,,,
R156,492,370.65,342.26,59,Emerald Cut,1.5,1,1.935,0.435,No,,,,
R156,493,370.65,342.26,59,Emerald Cut,1.5,1,1.935,0.435,No,,,,
R159,494,194.25,238.71,35,Pear Cut,0.5,1,0.755,0.255,No,,,,
R159,495,194.25,238.71,35,Pear Cut,0.5,1,0.755,0.255,No,,,,
R160,496,527.1,637.65,33,Round Cut,1.5,1,2.94,1.44,No,,,,
R160,497,527.1,637.65,33,Round Cut,1.5,1,2.94,1.44,No,,,,
R169,498,233.1,201.65,35,Round Cut,1.5,1,1.8,0.3,No,,,,
R170,499,366.45,334.63,53,Round Cut,2,1,2.52,0.52,No,,,,
R177,500,456.75,540.64,22,Princess Cut,2,1,2.63,0.63,No,,,,
R178,501,421.05,430.55,14,Round Cut,3,1,3.39,0.39,No,,,,
R179,502,242.55,270.32,11,Round Cut,0.75,1,1.05,0.3,No,,,,
R179,503,242.55,270.32,11,Round Cut,0.75,1,1.05,0.3,No,,,,
ENG 114,504,186.9,211.46,1,Emerald Cut,2,1,2,0,No,,,,
ENG 114,505,186.9,211.46,1,Emerald Cut,2,1,2,0,No,,,,
ENG 116,506,189,232.17,1,Heart Cut,1,1,1,0,No,,,,
ENG 116,507,189,232.17,1,Heart Cut,1,1,1,0,No,,,,
ENG 175,508,373.8,318.28,65,Oval Cut,2,1,2.6,0.6,No,,,,
ENG 175,509,373.8,318.28,65,Oval Cut,2,1,2.6,0.6,No,,,,
ENG 190,510,481.95,416.38,45,Emerald Cut,2,1,3.61,1.61,No,,,,
ENG 190,511,481.95,416.38,45,Emerald Cut,2,1,3.61,1.61,No,,,,
ENG 196,512,273,332.45,15,Round Cut,1.5,1,1.71,0.21,No,,,,
ENG 196,513,273,332.45,15,Round Cut,1.5,1,1.71,0.21,No,,,,
ENG 235,514,294,401.12,15,Round Cut,2,1,2.21,0.21,No,,,,
ENG 235,515,294,401.12,15,Round Cut,2,1,2.21,0.21,No,,,,
ENG 028,516,223.65,286.67,35,Round Cut,1,1,1.465,0.465,No,,,,
ENG 028,517,223.65,286.67,35,Round Cut,1,1,1.465,0.465,No,,,,
R207,518,245.7,316.1,5,Princess Cut,0.5,5,2.5,0,No,,,,
R207,519,245.7,316.1,5,Princess Cut,0.5,5,2.5,0,No,,,,
ENG 163,520,321.3,323.73,39,Round Cut,1,1,1.335,0.335,No,,,,
ENG 163,521,321.3,323.73,39,Round Cut,1,1,1.335,0.335,No,,,,
R199,522,117.6,143.88,23,Round Cut,0.0075,23,0.1725,0,No,,,,
R199,523,117.6,143.88,23,Round Cut,0.0075,23,0.1725,0,No,,,,
R200,524,332.85,312.83,29,Emerald Cut,1.5,1,1.92,0.42,No,,,,
R200,525,332.85,312.83,29,Emerald Cut,1.5,1,1.92,0.42,No,,,,
R201,526,306.6,332.45,2,Heart Cut,1,1,1.06,0.06,No,,,,
R201,527,306.6,332.45,2,Heart Cut,1,1,1.06,0.06,No,,,,
R204,528,205.8,233.26,3,Round Cut,1.5,1,2,0.5,No,,,,
R204,529,205.8,233.26,3,Round Cut,1.5,1,2,0.5,No,,,,
R203,530,220.5,258.33,3,Square Emerald Cut,1.5,1,1.62,0.12,No,,,,
R203,531,220.5,258.33,3,Square Emerald Cut,1.5,1,1.62,0.12,No,,,,
R196,532,172.2,192.93,1,Oval Cut,1,1,1,0,No,,,,
R208,533,221.55,280.13,7,Princess Cut,0.25,7,1.75,0,No,,,,
R208,534,221.55,280.13,7,Princess Cut,0.25,7,1.75,0,No,,,,
R209,535,270.9,329.18,9,Emerald Cut,0.29,9,2.61,0,No,,,,
R209,536,270.9,329.18,9,Emerald Cut,0.29,9,2.61,0,No,,,,
R210,537,186.9,212.55,3,Emerald Cut,1,1,1.5,0.5,No,,,,
R210,538,186.9,212.55,3,Emerald Cut,1,1,1.5,0.5,No,,,,
R212,539,355.95,378.23,45,Oval Cut,2,1,2.32,0.32,No,,,,
R212,540,355.95,378.23,45,Oval Cut,2,1,2.32,0.32,No,,,,
R195,541,238.35,275.77,15,Oval Cut,2,1,2.21,0.21,No,,,,
R195,542,238.35,275.77,15,Oval Cut,2,1,2.21,0.21,No,,,,
R176,543,299.25,320.46,21,Heart Cut,2,1,2.1,0.1,No,,,,
R167,544,289.8,329.18,3,Round Cut,1.5,1,3,1.5,No,,,,
R206,545,213.15,234.35,17,Princess Cut,1.5,1,1.62,0.12,No,,,,
R206,546,213.15,234.35,17,Princess Cut,1.5,1,1.62,0.12,No,,,,
R197,547,446.25,502.49,45,Emerald Cut,1.5,1,2.16,0.66,No,,,,
R197,548,446.25,502.49,45,Emerald Cut,1.5,1,2.16,0.66,No,,,,
R155b,549,302.4,313.92,25,Round Cut,0.0075,25,0.1875,0,No,2.88,302.4,,
R155b,550,302.4,313.92,25,Round Cut,0.0075,25,0.1875,0,No,2.88,302.4,,
R218,551,357,404.39,9,Round Cut,0.06,1,0.235,0.175,No,,,,
R218,552,357,404.39,9,Round Cut,0.06,1,0.235,0.175,No,,,,
R178b,553,140.8348624,146.2,13,Round Cut,0.03,13,0.39,0,No,1.341284404,140.8348624,,
R178b,554,140.8348624,146.2,13,Round Cut,0.03,13,0.39,0,No,1.341284404,140.8348624,,
R149b,555,208.95,216.91,22,Round Cut,0.0075,22,0.165,0,No,1.99,208.95,,
R216,556,197.4,247.43,3,Pear Cut,2,1,2.5,0.5,No,,,,
R216,557,197.4,247.43,3,Pear Cut,2,1,2.5,0.5,No,,,,
R213,558,286.65,315.01,15,Emerald Cut,1,1,1.88,0.88,No,,,,
R213,559,286.65,315.01,15,Emerald Cut,1,1,1.88,0.88,No,,,,
R214,560,400.05,420.74,71,Emerald Cut,2,1,2.45,0.45,No,,,,
R214,561,400.05,420.74,71,Emerald Cut,2,1,2.45,0.45,No,,,,
R215,562,315,359.7,29,Emerald Cut,3,1,3.84,0.84,No,,,,
R215,563,315,359.7,29,Emerald Cut,3,1,3.84,0.84,No,,,,
R217,564,277.2,346.62,3,Oval Cut,2,1,2.5,0.5,No,,,,
R217,565,277.2,346.62,3,Oval Cut,2,1,2.5,0.5,No,,,,
R221,566,479.85,590.78,34,Emerald Cut,0.5,1,1.325,0.825,No,,,,
R221,567,479.85,590.78,34,Emerald Cut,0.5,1,1.325,0.825,No,,,,
R072,568,206.85,233.26,1,Round Cut,0.5,1,0.5,0,No,,,,
R067,569,224.7,206.01,1,Round Cut,1,1,1,0,No,,,,
R3021,570,277.2,323.73,1,Round Cut,3,1,3,0,No,,,,
R036,571,264.6,334.63,1,Princess Cut,3,1,3,0,No,,,,
R055,572,233.1,255.06,1,Princess Cut,1,1,1,0,No,,,,
R073,573,198.45,220.18,1,Princess Cut,0.5,1,0.5,0,No,,,,
R5020,574,216.3,271.41,1,Princess Cut,2.5,1,2.5,0,No,,,,
R9088,575,242.55,305.2,1,Round Cut,3,1,3,0,No,,,,
R088,576,214.2,228.9,1,Round Cut,2,1,2,0,No,,,,
R089,577,203.7,257.24,1,Round Cut,1,1,1,0,No,,,,
R090,578,196.35,243.07,1,Round Cut,0.5,1,0.5,0,No,,,,
R087,579,208.95,246.34,1,Round Cut,1.5,1,1.5,0,No,,,,
R226,580,196.35,229.99,1,Marquise Cut ,1.5,1,1.5,0,No,,,,
R226,581,196.35,229.99,1,Marquise Cut ,1.5,1,1.5,0,No,,,,
R226,582,196.35,229.99,1,Marquise Cut ,1.5,1,1.5,0,No,,,,
R227,583,208.95,238.71,1,Marquise Cut ,2.5,1,2.5,0,No,,,,
R227,584,208.95,238.71,1,Marquise Cut ,2.5,1,2.5,0,No,,,,
R227,585,208.95,238.71,1,Marquise Cut ,2.5,1,2.5,0,No,,,,
R245,586,187.95,216.91,1,Radiant Cut,1,1,1,0,No,,,,
R245,587,187.95,216.91,1,Radiant Cut,1,1,1,0,No,,,,
R245,588,187.95,216.91,1,Radiant Cut,1,1,1,0,No,,,,
R246,589,216.3,251.79,1,Radiant Cut,1.75,1,1.75,0,No,,,,
R246,590,216.3,251.79,1,Radiant Cut,1.75,1,1.75,0,No,,,,
R246,591,216.3,251.79,1,Radiant Cut,1.75,1,1.75,0,No,,,,
R247,592,197.4,299.75,1,Radiant Cut,2.5,1,2.5,0,No,,,,
R247,593,197.4,299.75,1,Radiant Cut,2.5,1,2.5,0,No,,,,
R247,594,197.4,299.75,1,Radiant Cut,2.5,1,2.5,0,No,,,,
R238,595,222.6,204.92,1,Pear Cut,1,1,1,0,No,,,,
R238,596,222.6,204.92,1,Pear Cut,1,1,1,0,No,,,,
R238,597,222.6,204.92,1,Pear Cut,1,1,1,0,No,,,,
R239,598,225.75,256.15,1,Pear Cut,1.5,1,1.5,0,No,,,,
R239,599,225.75,256.15,1,Pear Cut,1.5,1,1.5,0,No,,,,
R239,600,225.75,256.15,1,Pear Cut,1.5,1,1.5,0,No,,,,
R240,601,191.1,265.96,1,Pear Cut,2,1,2,0,No,,,,
R240,602,191.1,265.96,1,Pear Cut,2,1,2,0,No,,,,
R240,603,191.1,265.96,1,Pear Cut,2,1,2,0,No,,,,
R234,604,217.35,232.17,1,Cushion Cut,1,1,1,0,No,,,,
R234,605,217.35,232.17,1,Cushion Cut,1,1,1,0,No,,,,
R234,606,217.35,232.17,1,Cushion Cut,1,1,1,0,No,,,,
R235,607,223.65,252.88,1,Cushion Cut,1.5,1,1.5,0,No,,,,
R235,608,223.65,252.88,1,Cushion Cut,1.5,1,1.5,0,No,,,,
R235,609,223.65,252.88,1,Cushion Cut,1.5,1,1.5,0,No,,,,
R236,610,198.45,265.96,1,Cushion Cut,2,1,2,0,No,,,,
R236,611,198.45,265.96,1,Cushion Cut,2,1,2,0,No,,,,
R236,612,198.45,265.96,1,Cushion Cut,2,1,2,0,No,,,,
R237,613,226.8,271.41,1,Cushion Cut,2.5,1,2.5,0,No,,,,
R237,614,226.8,271.41,1,Cushion Cut,2.5,1,2.5,0,No,,,,
R237,615,226.8,271.41,1,Cushion Cut,2.5,1,2.5,0,No,,,,
R228,616,189,289.94,1,Oval Cut,2,1,2,0,No,,,,
R228,617,189,289.94,1,Oval Cut,2,1,2,0,No,,,,
R228,618,189,289.94,1,Oval Cut,2,1,2,0,No,,,,
R229,619,195.3,222.36,1,Oval Cut,2.5,1,2.5,0,No,,,,
R229,620,195.3,222.36,1,Oval Cut,2.5,1,2.5,0,No,,,,
R229,621,195.3,222.36,1,Oval Cut,2.5,1,2.5,0,No,,,,
R241,622,202.65,271.41,1,Asscher Cut,1,1,1,0,No,,,,
R241,623,202.65,271.41,1,Asscher Cut,1,1,1,0,No,,,,
R241,624,202.65,271.41,1,Asscher Cut,1,1,1,0,No,,,,
R242,625,206.85,277.95,1,Asscher Cut,1.5,1,1.5,0,No,,,,
R242,626,206.85,277.95,1,Asscher Cut,1.5,1,1.5,0,No,,,,
R242,627,206.85,277.95,1,Asscher Cut,1.5,1,1.5,0,No,,,,
R243,628,221.55,250.7,1,Asscher Cut,2,1,2,0,No,,,,
R243,629,221.55,250.7,1,Asscher Cut,2,1,2,0,No,,,,
R243,630,221.55,250.7,1,Asscher Cut,2,1,2,0,No,,,,
R244,631,236.25,276.86,1,Asscher Cut,2.5,1,2.5,0,No,,,,
R244,632,236.25,276.86,1,Asscher Cut,2.5,1,2.5,0,No,,,,
R244,633,236.25,276.86,1,Asscher Cut,2.5,1,2.5,0,No,,,,
R232,634,254.1,284.49,3,Asscher Cut,2.5,1,3,0.5,No,,,,
R232,635,254.1,284.49,3,Asscher Cut,2.5,1,3,0.5,No,,,,
R232,636,254.1,284.49,3,Asscher Cut,2.5,1,3,0.5,No,,,,
R233,637,243.6,324.82,3,Cushion Cut,2.5,1,3,0.5,No,,,,
R233,638,243.6,324.82,3,Cushion Cut,2.5,1,3,0.5,No,,,,
R233,639,243.6,324.82,3,Cushion Cut,2.5,1,3,0.5,No,,,,
R230,640,191.1,216.91,17,Cushion Cut,1.5,1,1.62,0.12,No,,,,
R230,641,191.1,216.91,17,Cushion Cut,1.5,1,1.62,0.12,No,,,,
R230,642,191.1,216.91,17,Cushion Cut,1.5,1,1.62,0.12,No,,,,
R1030,643,190.05,359.7,17,Asscher Cut,1.5,1,1.62,0.12,No,,,,
R1030,644,190.05,359.7,17,Asscher Cut,1.5,1,1.62,0.12,No,,,,
R1030,645,190.05,359.7,17,Asscher Cut,1.5,1,1.62,0.12,No,,,,
R109,646,337.05,416.38,9,Round Cut,0.09,9,0.81,0,No,,,,
R105,647,142.8,179.85,5,Round Cut,0.07,5,0.35,0,No,,,,
R112,648,208.95,332.45,23,Round Cut,0.07,9,0.98,0.35,No,,,,
R223,649,246.75,273.59,32,Round Cut,0.005,32,0.16,0,No,,,,
R223,650,246.75,273.59,32,Round Cut,0.005,32,0.16,0,No,,,,
R224,651,227.85,218,4,Marquise Cut,0.1,4,0.4,0,No,,,,
R224,652,227.85,218,4,Marquise Cut,0.1,4,0.4,0,No,,,,
R138,653,269.85,306.29,7,Round Cut,1,1,1.06,0.06,No,,,,
R138,654,269.85,306.29,7,Round Cut,1,1,1.06,0.06,No,,,,
ENG 138,655,220.5,213.64,3,Emerald Cut,0.5,1,0.8,0.3,No,,,,
ENG 138,656,220.5,213.64,3,Emerald Cut,0.5,1,0.8,0.3,No,,,,
ENG 132,657,268.8,300.84,3,Emerald Cut,2,1,2.82,0.82,No,,,,
ENG 132,658,268.8,300.84,3,Emerald Cut,2,1,2.82,0.82,No,,,,
R147,659,345.45,382.59,41,Princess Cut,1,1,1.375,0.375,No,,,,
E043,660,N/A,197.784,38,Round Cut,0.5,2,1.18,0.18,No,,,,
E043,661,N/A,197.784,38,Round Cut,0.5,2,1.18,0.18,No,,,,
E103,662,97.28,161.968,2,Heart Cut,0.5,2,1,0,,,,,
E104,663,101.48,102.3,2,Heart Cut,0.75,2,1.5,0,,,,,
R5020,679,216.3,271.41,1,Princess Cut,2.5,1,2.5,0,No,,,,
R5020,680,216.3,271.41,1,Princess Cut,2.5,1,2.5,0,No,,,,
R5021,681,231,299.75,1,Round Cut,2.5,1,2.5,0,No,,,,
R5021,682,231,299.75,1,Round Cut,2.5,1,2.5,0,No,,,,
R8087,683,210,240.89,1,Round Cut,2.5,1,2.5,0,No,,,,
R8087,684,210,240.89,1,Round Cut,2.5,1,2.5,0,No,,,,
R8087,685,210,240.89,1,Round Cut,2.5,1,2.5,0,No,,,,
R5021,686,231,299.75,1,Round Cut,2.5,1,2.5,0,No,,,,
R171,687,248.85,241.98,1,Heart Cut,2,1,2,0,No,,,,
R171,688,248.85,241.98,1,Heart Cut,2,1,2,0,No,,,,
R173,689,210,343.35,1,Round Cut,2,1,2,0,No,,,,
R173,690,210,343.35,1,Round Cut,2,1,2,0,No,,,,
R174,691,219.45,321.55,1,Marquise Cut,2,1,2,0,No,,,,
R174,692,219.45,321.55,1,Marquise Cut,2,1,2,0,No,,,,
R150,693,241.5,267.05,1,Marquise Cut,2,1,2,0,No,,,,
R150,694,241.5,267.05,1,Marquise Cut,2,1,2,0,No,,,,
R6042,695,143.85,173.31,19,Princess Cut,0.015,19,0.285,0,No,,,,
R6042,696,143.85,173.31,19,Princess Cut,0.015,19,0.285,0,No,,,,
R6042,697,143.85,173.31,19,Princess Cut,0.015,19,0.285,0,No,,,,
P0343/18,698,157.6,244.55,1,Princess Cut,2,1,2,0,No,,,,
P063/18,699,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
P063/18,700,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
P063/18,701,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
P086/18,702,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
P0343/18,703,157.6,244.55,1,Princess Cut,2,1,2,0,No,,,,
P086/18,704,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
P099/18,705,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/18,706,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
P099/18,707,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/18,708,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
P086/18,709,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
P8031/16,710,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P8031/18,711,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P6031/16,712,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P6031/18,713,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P7031/16,714,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P7031/18,715,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P8031/16,716,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P8031/18,717,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P6031/16,718,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P6031/18,719,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P7031/16,720,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P7031/18,721,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P8031/16,722,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P8031/18,723,126.4,196.95,1,Round Cut,0.5,1,0.5,0,No,,,,
P7031/16,724,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P7031/18,725,114.05,177.4,1,Round Cut,1,1,1,0,No,,,,
P6031/16,726,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P6031/18,727,120.55,187.6,1,Round Cut,1.5,1,1.5,0,No,,,,
P9031/16,728,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P9031/18,729,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P032/16,730,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P032/18,731,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P011/16,732,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P011/18,733,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P0341/16,734,122.5,190.15,1,Princess Cut,0.5,1,0.5,0,No,,,,
P0341/18,735,122.5,190.15,1,Princess Cut,0.5,1,0.5,0,No,,,,
P0342/16,736,129.65,202.05,1,Princess Cut,1.5,1,1.5,0,No,,,,
P0342/18,737,129.65,202.05,1,Princess Cut,1.5,1,1.5,0,No,,,,
P0344/16,738,171.25,265.8,1,Princess Cut,2.5,1,2.5,0,No,,,,
P0344/18,739,171.25,265.8,1,Princess Cut,2.5,1,2.5,0,No,,,,
P034/16,740,122.5,190.15,1,Princess Cut,3,1,3,0,No,,,,
P034/18,741,122.5,190.15,1,Princess Cut,3,1,3,0,No,,,,
P0341/16,742,122.5,190.15,1,Princess Cut,0.5,1,0.5,0,No,,,,
P0341/18,743,122.5,190.15,1,Princess Cut,0.5,1,0.5,0,No,,,,
P0342/16,744,129.65,202.05,1,Princess Cut,1.5,1,1.5,0,No,,,,
